,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
67687, Up,2017,7390,Manual,20764,Petrol,150,64.2,1.0,Volkswagen
67688, Up,2016,6495,Manual,41000,Petrol,20,61.4,1.0,Volkswagen
67689, Up,2013,6990,Manual,24300,Petrol,20,60.1,1.0,Volkswagen
67690, Up,2017,7290,Manual,10000,Petrol,150,64.2,1.0,Volkswagen
67691, Up,2019,9990,Manual,1299,Petrol,145,54.3,1.0,Volkswagen
67692, Up,2020,10990,Manual,1891,Petrol,145,51.4,1.0,Volkswagen
67693, Up,2012,5990,Manual,7591,Petrol,20,62.8,1.0,Volkswagen
67694, Up,2017,7290,Manual,20817,Petrol,150,64.2,1.0,Volkswagen
67695, Up,2015,6250,Manual,40009,Petrol,20,62.8,1.0,Volkswagen
67696, Up,2020,11990,Manual,50,Petrol,145,51.4,1.0,Volkswagen
67697, Up,2019,10990,Manual,75,Petrol,145,54.3,1.0,Volkswagen
67698, Up,2018,7699,Manual,2505,Petrol,145,54.3,1.0,Volkswagen
67700, Up,2014,4699,Manual,36934,Petrol,20,62.8,1.0,Volkswagen
67701, Up,2016,7399,Manual,19071,Petrol,20,61.4,1.0,Volkswagen
67702, Up,2014,3495,Manual,80324,Petrol,20,62.8,1.0,Volkswagen
67703, Up,2016,5999,Manual,21597,Petrol,20,62.8,1.0,Volkswagen
67704, Up,2020,9690,Manual,2277,Petrol,145,54.3,1.0,Volkswagen
67705, Up,2018,9000,Manual,15367,Petrol,145,64.2,1.0,Volkswagen
67706, Up,2017,7000,Manual,31353,Petrol,20,64.2,1.0,Volkswagen
67707, Up,2016,5370,Manual,42186,Petrol,20,62.8,1.0,Volkswagen
67708, Up,2013,4195,Manual,68000,Petrol,20,62.8,1.0,Volkswagen
67709, Up,2019,9980,Manual,1900,Petrol,150,54.3,1.0,Volkswagen
67710, Up,2017,7980,Manual,21900,Petrol,150,64.2,1.0,Volkswagen
67711, Up,2020,9950,Manual,1880,Petrol,145,54.3,1.0,Volkswagen
67712, Up,2017,7420,Manual,26075,Petrol,20,64.2,1.0,Volkswagen
67713, Up,2018,7490,Manual,30632,Petrol,145,64.2,1.0,Volkswagen
67714, Up,2019,9790,Manual,2122,Petrol,145,54.3,1.0,Volkswagen
67715, Up,2019,9790,Manual,3201,Petrol,145,54.3,1.0,Volkswagen
67716, Up,2019,9890,Manual,10,Petrol,145,54.3,1.0,Volkswagen
67717, Up,2014,4295,Manual,52000,Petrol,20,62.8,1.0,Volkswagen
67718, Up,2013,5695,Manual,59958,Petrol,20,60.1,1.0,Volkswagen
67719, Up,2016,7000,Manual,38366,Petrol,20,61.4,1.0,Volkswagen
67720, Up,2014,4695,Manual,63030,Petrol,20,62.8,1.0,Volkswagen
67721, Up,2014,4795,Manual,48930,Petrol,20,62.8,1.0,Volkswagen
67722, Up,2015,6100,Manual,41907,Petrol,20,61.4,1.0,Volkswagen
67723, Up,2012,4998,Manual,56195,Petrol,20,60.1,1.0,Volkswagen
67724, Up,2013,6495,Manual,24000,Petrol,20,62.8,1.0,Volkswagen
67725, Up,2017,7980,Manual,16204,Petrol,145,64.2,1.0,Volkswagen
67726, Up,2017,7200,Manual,28611,Petrol,145,64.2,1.0,Volkswagen
67727, Up,2013,4870,Manual,53746,Petrol,20,62.8,1.0,Volkswagen
67728, Up,2017,7649,Manual,27300,Petrol,20,64.2,1.0,Volkswagen
67729, Up,2015,6799,Manual,28291,Other,20,62.8,1.0,Volkswagen
67730, Up,2016,6000,Manual,33779,Petrol,20,62.8,1.0,Volkswagen
67731, Up,2020,10899,Manual,5000,Other,145,54.3,1.0,Volkswagen
67732, Up,2019,8970,Manual,2556,Petrol,145,54.3,1.0,Volkswagen
67733, Up,2017,7495,Manual,22000,Petrol,145,68.9,1.0,Volkswagen
67734, Up,2016,7490,Manual,19500,Petrol,20,64.2,1.0,Volkswagen
67735, Up,2019,9889,Manual,1,Petrol,145,54.3,1.0,Volkswagen
67736, Up,2019,10495,Manual,4444,Petrol,145,54.3,1.0,Volkswagen
67737, Up,2015,6600,Manual,29906,Petrol,20,61.4,1.0,Volkswagen
67738, Up,2015,5900,Manual,29352,Petrol,20,62.8,1.0,Volkswagen
67739, Up,2013,4995,Manual,65000,Petrol,20,60.1,1.0,Volkswagen
67740, Up,2014,4950,Manual,50918,Petrol,20,62.8,1.0,Volkswagen
67741, Up,2013,6600,Automatic,56169,Petrol,20,62.8,1.0,Volkswagen
67742, Up,2017,6400,Manual,12683,Petrol,145,64.2,1.0,Volkswagen
67744, Up,2014,7150,Automatic,20406,Petrol,20,62.8,1.0,Volkswagen
67745, Up,2016,5500,Manual,33420,Petrol,20,62.8,1.0,Volkswagen
67746, Up,2017,7400,Manual,11724,Petrol,20,64.2,1.0,Volkswagen
67747, Up,2015,7100,Manual,25803,Petrol,20,60.1,1.0,Volkswagen
67748, Up,2017,7400,Manual,12314,Petrol,145,68.9,1.0,Volkswagen
67749, Up,2015,5700,Manual,41825,Petrol,20,60.1,1.0,Volkswagen
67750, Up,2017,6995,Manual,25000,Petrol,20,64.2,1.0,Volkswagen
67751, Up,2016,6995,Manual,30000,Petrol,20,61.4,1.0,Volkswagen
67752, Up,2017,7800,Manual,3732,Petrol,145,64.2,1.0,Volkswagen
67753, Up,2017,7500,Manual,15864,Petrol,20,64.2,1.0,Volkswagen
67754, Up,2016,6995,Manual,25000,Petrol,20,64.2,1.0,Volkswagen
67755, Up,2017,7295,Manual,19000,Petrol,20,64.2,1.0,Volkswagen
67756, Up,2016,6295,Manual,41200,Petrol,20,62.8,1.0,Volkswagen
67757, Up,2019,12995,Automatic,2563,Other,145,52.3,1.0,Volkswagen
67758, Up,2016,7295,Manual,2669,Petrol,20,62.8,1.0,Volkswagen
67759, Up,2016,6800,Manual,20198,Petrol,20,61.4,1.0,Volkswagen
67760, Up,2019,11495,Manual,4371,Petrol,145,55.4,1.0,Volkswagen
67761, Up,2016,6995,Manual,25562,Petrol,20,62.8,1.0,Volkswagen
67762, Up,2016,6500,Manual,8822,Petrol,20,62.8,1.0,Volkswagen
67763, Up,2014,4650,Manual,35950,Petrol,20,62.8,1.0,Volkswagen
67764, Scirocco,2016,13661,Automatic,25564,Diesel,30,57.6,2.0,Volkswagen
67765, Scirocco,2017,15995,Semi-Auto,10990,Petrol,145,44.1,2.0,Volkswagen
67766, Scirocco,2016,11850,Manual,40000,Petrol,125,52.3,1.4,Volkswagen
67767, Scirocco,2015,12498,Manual,29779,Diesel,20,55.4,2.0,Volkswagen
67768, Scirocco,2014,8690,Manual,48501,Petrol,160,44.1,1.4,Volkswagen
67769, Scirocco,2015,14295,Semi-Auto,35845,Diesel,125,53.3,2.0,Volkswagen
67770, Scirocco,2017,15290,Semi-Auto,13382,Diesel,145,57.6,2.0,Volkswagen
67771, Scirocco,2014,10499,Manual,49943,Diesel,20,55.4,2.0,Volkswagen
67772, Scirocco,2017,15598,Manual,20648,Diesel,20,55.4,2.0,Volkswagen
67773, Scirocco,2014,11298,Semi-Auto,51756,Diesel,30,57.6,2.0,Volkswagen
67774, Scirocco,2017,16495,Semi-Auto,19458,Diesel,150,57.6,2.0,Volkswagen
67775, Scirocco,2016,13495,Manual,42038,Diesel,30,53.3,2.0,Volkswagen
67777, Scirocco,2017,16998,Manual,12367,Diesel,145,53.3,2.0,Volkswagen
67778, Scirocco,2016,12498,Manual,49464,Diesel,20,55.4,2.0,Volkswagen
67779, Scirocco,2014,10698,Manual,30000,Petrol,125,52.3,1.4,Volkswagen
67780, Scirocco,2015,12291,Manual,23388,Diesel,20,55.4,2.0,Volkswagen
67781, Scirocco,2015,11998,Manual,41001,Diesel,20,55.4,2.0,Volkswagen
67782, Scirocco,2015,11498,Manual,46027,Diesel,20,55.4,2.0,Volkswagen
67783, Scirocco,2015,12998,Manual,22442,Diesel,20,55.4,2.0,Volkswagen
67784, Scirocco,2016,12998,Manual,57362,Diesel,20,55.4,2.0,Volkswagen
67785, Scirocco,2017,16998,Manual,13464,Diesel,20,67.3,2.0,Volkswagen
67786, Scirocco,2017,17998,Manual,3688,Diesel,145,53.3,2.0,Volkswagen
67787, Scirocco,2017,16798,Manual,9287,Diesel,145,53.3,2.0,Volkswagen
67788, Scirocco,2016,18999,Manual,19320,Petrol,305,34.9,2.0,Volkswagen
67789, Scirocco,2017,15698,Manual,32897,Diesel,20,55.4,2.0,Volkswagen
67790, Scirocco,2017,16991,Manual,14942,Diesel,145,67.3,2.0,Volkswagen
67791, Scirocco,2016,13498,Semi-Auto,59257,Diesel,30,57.6,2.0,Volkswagen
67792, Scirocco,2015,11998,Manual,50183,Diesel,20,55.4,2.0,Volkswagen
67793, Scirocco,2017,14495,Manual,23038,Petrol,145,47.1,2.0,Volkswagen
67794, Scirocco,2015,13495,Manual,34867,Diesel,20,55.4,2.0,Volkswagen
67795, Scirocco,2016,14698,Manual,32001,Diesel,20,55.4,2.0,Volkswagen
67796, Scirocco,2017,16491,Manual,16491,Diesel,145,55.4,2.0,Volkswagen
67797, Scirocco,2014,9391,Manual,60680,Diesel,30,62.8,2.0,Volkswagen
67798, Scirocco,2015,11950,Semi-Auto,46463,Diesel,125,53.3,2.0,Volkswagen
67799, Scirocco,2017,15495,Manual,19804,Petrol,145,47.1,2.0,Volkswagen
67800, Scirocco,2014,9650,Manual,63617,Diesel,30,62.8,2.0,Volkswagen
67801, Scirocco,2015,12995,Manual,43135,Diesel,20,55.4,2.0,Volkswagen
67802, Scirocco,2017,16995,Manual,16452,Diesel,20,55.4,2.0,Volkswagen
67803, Scirocco,2016,12995,Manual,24910,Diesel,20,55.4,2.0,Volkswagen
67804, Scirocco,2016,15000,Manual,32628,Diesel,20,55.4,2.0,Volkswagen
67805, Scirocco,2017,16498,Semi-Auto,19313,Diesel,30,57.6,2.0,Volkswagen
67806, Scirocco,2014,9980,Manual,51676,Diesel,30,62.8,2.0,Volkswagen
67807, Scirocco,2016,15798,Semi-Auto,16395,Diesel,30,57.6,2.0,Volkswagen
67808, Scirocco,2017,15601,Manual,37835,Diesel,30,53.3,2.0,Volkswagen
67809, Scirocco,2015,9980,Manual,30212,Petrol,125,37.2,1.4,Volkswagen
67810, Scirocco,2015,13995,Manual,54045,Diesel,30,53.3,2.0,Volkswagen
67811, Scirocco,2016,13340,Manual,39081,Diesel,20,55.4,2.0,Volkswagen
67812, Scirocco,2017,16995,Semi-Auto,25514,Diesel,150,57.6,2.0,Volkswagen
67813, Scirocco,2014,11500,Manual,39864,Diesel,20,55.4,2.0,Volkswagen
67814, Scirocco,2014,12000,Manual,43198,Diesel,30,62.8,2.0,Volkswagen
67815, Scirocco,2017,15990,Manual,29234,Diesel,145,53.3,2.0,Volkswagen
67816, Scirocco,2016,14750,Manual,30989,Petrol,145,46.3,2.0,Volkswagen
67818, Scirocco,2014,11490,Semi-Auto,56679,Diesel,145,50.4,2.0,Volkswagen
67819, Scirocco,2016,13500,Manual,41167,Diesel,20,55.4,2.0,Volkswagen
67820, Scirocco,2016,15495,Manual,39022,Diesel,30,64.2,2.0,Volkswagen
67821, Scirocco,2014,11600,Manual,43198,Diesel,30,62.8,2.0,Volkswagen
67822, Scirocco,2017,16299,Manual,24481,Diesel,150,55.4,2.0,Volkswagen
67823, Scirocco,2015,12999,Manual,21800,Diesel,20,55.4,2.0,Volkswagen
67824, Scirocco,2016,12490,Semi-Auto,69018,Diesel,125,53.3,2.0,Volkswagen
67825, Scirocco,2016,14999,Manual,13383,Diesel,20,55.4,2.0,Volkswagen
67826, Scirocco,2015,10492,Manual,64377,Diesel,30,53.3,2.0,Volkswagen
67827, Scirocco,2016,12160,Semi-Auto,67366,Diesel,125,58.9,2.0,Volkswagen
67828, Scirocco,2016,15500,Semi-Auto,9740,Diesel,30,57.6,2.0,Volkswagen
67829, Scirocco,2014,10130,Manual,46772,Diesel,20,55.4,2.0,Volkswagen
67830, Scirocco,2017,14498,Manual,5396,Petrol,150,52.3,1.4,Volkswagen
67831, Scirocco,2017,17495,Semi-Auto,24871,Petrol,145,44.1,2.0,Volkswagen
67832, Scirocco,2015,12217,Manual,30367,Petrol,145,37.2,2.0,Volkswagen
67833, Scirocco,2016,13495,Manual,17615,Petrol,145,47.1,2.0,Volkswagen
67834, Scirocco,2017,16771,Semi-Auto,22250,Petrol,145,44.1,2.0,Volkswagen
67835, Scirocco,2015,14321,Manual,41878,Diesel,20,55.4,2.0,Volkswagen
67836, Scirocco,2017,16521,Semi-Auto,15711,Petrol,145,44.1,2.0,Volkswagen
67837, Scirocco,2015,11912,Manual,82004,Diesel,30,53.3,2.0,Volkswagen
67838, Scirocco,2017,15652,Semi-Auto,24331,Petrol,145,44.1,2.0,Volkswagen
67839, Scirocco,2017,17595,Semi-Auto,11436,Diesel,145,53.3,2.0,Volkswagen
67840, Scirocco,2015,10391,Manual,28578,Petrol,125,52.3,1.4,Volkswagen
67841, Scirocco,2017,15995,Manual,26628,Diesel,145,53.3,2.0,Volkswagen
67842, Scirocco,2016,13500,Manual,47083,Diesel,30,53.3,2.0,Volkswagen
67843, Scirocco,2018,20353,Semi-Auto,23548,Petrol,145,44.1,2.0,Volkswagen
67844, Scirocco,2018,20971,Semi-Auto,11100,Diesel,150,62.8,2.0,Volkswagen
67845, Scirocco,2016,12912,Manual,44015,Diesel,30,53.3,2.0,Volkswagen
67846, Scirocco,2016,13552,Manual,22032,Petrol,125,52.3,1.4,Volkswagen
67847, Scirocco,2017,20891,Semi-Auto,9268,Petrol,150,34.9,2.0,Volkswagen
67848, Scirocco,2018,15000,Manual,39000,Diesel,145,55.4,2.0,Volkswagen
67849, Scirocco,2016,14681,Manual,22000,Diesel,20,55.4,2.0,Volkswagen
67850, Scirocco,2017,14881,Manual,20491,Diesel,20,55.4,2.0,Volkswagen
67851, Scirocco,2016,12000,Manual,19169,Petrol,125,37.2,1.4,Volkswagen
67852, Scirocco,2015,12991,Manual,25751,Petrol,125,52.3,1.4,Volkswagen
67853, Scirocco,2016,12947,Manual,50347,Diesel,20,55.4,2.0,Volkswagen
67854, Scirocco,2017,14995,Manual,24784,Diesel,20,67.3,2.0,Volkswagen
67855, Scirocco,2017,13570,Semi-Auto,46323,Diesel,145,62.8,2.0,Volkswagen
67856, Scirocco,2014,12699,Semi-Auto,33705,Diesel,145,50.4,2.0,Volkswagen
67857, Scirocco,2016,14500,Semi-Auto,25584,Diesel,30,57.6,2.0,Volkswagen
67858, Scirocco,2014,11990,Semi-Auto,28000,Diesel,30,57.6,2.0,Volkswagen
67859, Scirocco,2016,15990,Manual,14500,Petrol,150,47.1,2.0,Volkswagen
67860, Scirocco,2017,15190,Manual,15063,Diesel,145,55.4,2.0,Volkswagen
67861, Scirocco,2014,12600,Manual,37506,Diesel,20,55.4,2.0,Volkswagen
67862, Scirocco,2015,10981,Manual,28691,Petrol,125,52.3,1.4,Volkswagen
67863, Scirocco,2016,13480,Manual,21641,Diesel,20,55.4,2.0,Volkswagen
67864, Scirocco,2016,14382,Manual,32526,Petrol,125,52.3,1.4,Volkswagen
67865, Scirocco,2014,11242,Manual,38248,Diesel,30,62.8,2.0,Volkswagen
67866, Scirocco,2017,15690,Semi-Auto,37975,Diesel,125,58.9,2.0,Volkswagen
67867, Scirocco,2016,15499,Semi-Auto,13200,Diesel,30,62.8,2.0,Volkswagen
67868, Scirocco,2015,11995,Manual,54000,Diesel,20,55.4,2.0,Volkswagen
67869, Scirocco,2014,9298,Manual,69775,Diesel,150,53.3,2.0,Volkswagen
67870, Scirocco,2015,11421,Semi-Auto,79929,Diesel,125,53.3,2.0,Volkswagen
67871, Scirocco,2018,16495,Manual,30532,Diesel,145,53.3,2.0,Volkswagen
67872, Scirocco,2016,15991,Semi-Auto,31269,Diesel,30,62.8,2.0,Volkswagen
67873, Scirocco,2017,14250,Manual,10837,Petrol,145,52.3,1.4,Volkswagen
67874, Scirocco,2017,16500,Semi-Auto,18739,Diesel,145,53.3,2.0,Volkswagen
67875, Scirocco,2015,12990,Manual,36406,Diesel,30,53.3,2.0,Volkswagen
67876, Scirocco,2016,11490,Manual,32608,Petrol,125,37.2,1.4,Volkswagen
67877, Scirocco,2017,13963,Semi-Auto,34690,Petrol,145,44.1,2.0,Volkswagen
67878, Scirocco,2015,10990,Manual,63004,Diesel,20,55.4,2.0,Volkswagen
67879, Scirocco,2013,11500,Manual,37940,Diesel,30,62.8,2.0,Volkswagen
67880, Scirocco,2015,15490,Semi-Auto,17145,Petrol,160,44.1,2.0,Volkswagen
67881, Scirocco,2015,12350,Manual,33000,Diesel,20,55.4,2.0,Volkswagen
67882, Scirocco,2016,14000,Manual,10173,Petrol,125,52.3,1.4,Volkswagen
67883, Scirocco,2016,15000,Manual,27000,Diesel,20,55.4,2.0,Volkswagen
67884, Scirocco,2015,12142,Semi-Auto,75923,Diesel,125,53.3,2.0,Volkswagen
67885, Scirocco,2016,14490,Manual,39184,Diesel,20,55.4,2.0,Volkswagen
67886, Scirocco,2017,16490,Semi-Auto,27597,Diesel,145,58.9,2.0,Volkswagen
67887, Scirocco,2016,15890,Manual,30855,Diesel,20,67.3,2.0,Volkswagen
67888, Scirocco,2016,14290,Manual,35730,Diesel,20,55.4,2.0,Volkswagen
67889, Scirocco,2018,18500,Semi-Auto,23480,Petrol,150,44.1,2.0,Volkswagen
67890, Scirocco,2018,18000,Semi-Auto,7448,Petrol,150,44.1,2.0,Volkswagen
67891, Scirocco,2017,14990,Semi-Auto,28349,Petrol,145,44.1,2.0,Volkswagen
67892, Scirocco,2016,14350,Manual,42000,Diesel,20,55.4,2.0,Volkswagen
67893, Scirocco,2016,13850,Manual,27916,Diesel,20,55.4,2.0,Volkswagen
67894, Scirocco,2017,14500,Manual,30186,Petrol,150,52.3,1.4,Volkswagen
67895, Scirocco,2016,15990,Manual,22600,Diesel,30,53.3,2.0,Volkswagen
67896, Scirocco,2018,22762,Semi-Auto,15094,Petrol,145,34.9,2.0,Volkswagen
67897, Scirocco,2017,17120,Semi-Auto,14151,Diesel,145,53.3,2.0,Volkswagen
67898, Scirocco,2016,13302,Manual,26500,Petrol,125,52.3,1.4,Volkswagen
67899, Scirocco,2017,15990,Semi-Auto,29931,Petrol,160,44.1,2.0,Volkswagen
67900, Scirocco,2017,13791,Semi-Auto,50405,Diesel,30,57.6,2.0,Volkswagen
67902, Scirocco,2017,13990,Manual,18688,Petrol,150,52.3,1.4,Volkswagen
67903, Scirocco,2016,15290,Manual,23649,Diesel,20,55.4,2.0,Volkswagen
67904, Scirocco,2017,20550,Semi-Auto,18673,Petrol,145,34.9,2.0,Volkswagen
67905, Scirocco,2015,12995,Manual,46000,Diesel,30,53.3,2.0,Volkswagen
67906, Scirocco,2018,16725,Manual,27885,Petrol,145,47.1,2.0,Volkswagen
67907, Scirocco,2017,14075,Manual,44081,Petrol,145,47.1,2.0,Volkswagen
67908, Scirocco,2015,12995,Semi-Auto,36500,Diesel,30,57.6,2.0,Volkswagen
67909, Scirocco,2017,15495,Manual,22430,Petrol,145,47.1,2.0,Volkswagen
67910, Scirocco,2017,16291,Manual,25018,Petrol,145,47.1,2.0,Volkswagen
67911, Scirocco,2015,14495,Manual,33145,Diesel,20,55.4,2.0,Volkswagen
67912, Scirocco,2015,14591,Manual,20076,Diesel,20,55.4,2.0,Volkswagen
67913, Scirocco,2013,7295,Semi-Auto,107000,Diesel,125,57.6,2.0,Volkswagen
67914, Scirocco,2016,16499,Manual,18092,Petrol,150,47.1,2.0,Volkswagen
67915, Scirocco,2017,17999,Manual,25150,Diesel,145,64.2,2.0,Volkswagen
67916, Scirocco,2008,5000,Manual,82156,Petrol,260,37.2,2.0,Volkswagen
67917, Scirocco,2016,13268,Manual,14772,Petrol,125,52.3,1.4,Volkswagen
67918, Scirocco,2015,10975,Manual,51144,Diesel,20,55.4,2.0,Volkswagen
67919, Scirocco,2017,16500,Automatic,33103,Diesel,145,53.3,2.0,Volkswagen
67920, Scirocco,2017,14728,Manual,34217,Diesel,145,53.3,2.0,Volkswagen
67921, Scirocco,2015,12500,Automatic,47313,Diesel,30,57.6,2.0,Volkswagen
67922, Scirocco,2016,13490,Manual,36000,Diesel,20,55.4,2.0,Volkswagen
67923, Scirocco,2016,12990,Manual,16000,Petrol,145,47.1,2.0,Volkswagen
67924, Scirocco,2013,7990,Manual,47000,Petrol,160,44.1,1.4,Volkswagen
67925, Scirocco,2015,14990,Manual,50000,Petrol,300,34.9,2.0,Volkswagen
67926, Scirocco,2012,6490,Manual,77000,Petrol,160,44.1,1.4,Volkswagen
67927, Scirocco,2010,6990,Manual,61000,Diesel,145,55.4,2.0,Volkswagen
67928, Scirocco,2017,15117,Automatic,18682,Diesel,145,57.6,2.0,Volkswagen
67929, Scirocco,2013,7599,Manual,67547,Petrol,160,44.1,1.4,Volkswagen
67930, Scirocco,2016,15199,Manual,22687,Diesel,20,55.4,2.0,Volkswagen
67931, Scirocco,2017,13999,Manual,15586,Petrol,145,52.3,1.4,Volkswagen
67932, Scirocco,2010,7428,Manual,59361,Petrol,235,37.2,2.0,Volkswagen
67933, Scirocco,2015,14255,Automatic,36213,Diesel,125,53.3,2.0,Volkswagen
67934, Scirocco,2016,13399,Automatic,23041,Diesel,125,53.3,2.0,Volkswagen
67935, Scirocco,2015,10999,Manual,47010,Diesel,20,55.4,2.0,Volkswagen
67936, Scirocco,2016,9491,Manual,96000,Diesel,20,55.4,2.0,Volkswagen
67937, Scirocco,2016,15940,Manual,17141,Diesel,20,55.4,2.0,Volkswagen
67938, Scirocco,2017,11997,Manual,19759,Petrol,145,37.2,1.4,Volkswagen
67939, Scirocco,2016,14966,Manual,25624,Diesel,20,55.4,2.0,Volkswagen
67940, Scirocco,2015,11699,Manual,38442,Diesel,20,55.4,2.0,Volkswagen
67941, Scirocco,2016,12990,Manual,35692,Diesel,20,55.4,2.0,Volkswagen
67942, Scirocco,2017,14736,Automatic,22989,Petrol,160,44.1,2.0,Volkswagen
67943, Scirocco,2014,7499,Manual,48775,Petrol,125,37.2,1.4,Volkswagen
67944, Scirocco,2016,13993,Manual,28000,Petrol,150,47.1,2.0,Volkswagen
67945, Scirocco,2016,13700,Manual,32546,Petrol,150,47.1,2.0,Volkswagen
67946, Scirocco,2016,12999,Manual,15477,Diesel,145,47.1,2.0,Volkswagen
67947, Scirocco,2017,14400,Manual,45245,Diesel,20,67.3,2.0,Volkswagen
67948, Scirocco,2016,15300,Automatic,23420,Diesel,30,62.8,2.0,Volkswagen
67949, Scirocco,2017,11900,Manual,35831,Petrol,150,37.2,1.4,Volkswagen
67950, Scirocco,2016,12200,Manual,34995,Petrol,125,52.3,1.4,Volkswagen
67951, Scirocco,2017,16400,Semi-Auto,10419,Diesel,30,57.6,2.0,Volkswagen
67952, Scirocco,2017,14000,Manual,45193,Diesel,150,55.4,2.0,Volkswagen
67953, Scirocco,2017,13800,Manual,11204,Petrol,150,52.3,1.4,Volkswagen
67954, Scirocco,2017,16300,Automatic,26435,Diesel,145,57.6,2.0,Volkswagen
67955, Scirocco,2015,14000,Manual,48387,Diesel,30,53.3,2.0,Volkswagen
67956, Scirocco,2015,12000,Manual,42579,Diesel,20,55.4,2.0,Volkswagen
67957, Scirocco,2015,11000,Manual,49853,Diesel,20,55.4,2.0,Volkswagen
67958, Scirocco,2017,17000,Manual,12377,Diesel,145,53.3,2.0,Volkswagen
67959, Scirocco,2017,17000,Automatic,34203,Diesel,145,62.8,2.0,Volkswagen
67960, Scirocco,2016,13500,Manual,38287,Petrol,125,52.3,1.4,Volkswagen
67961, Scirocco,2016,15000,Automatic,41284,Diesel,30,57.6,2.0,Volkswagen
67962, Scirocco,2017,18000,Manual,33514,Petrol,305,34.9,2.0,Volkswagen
67963, Scirocco,2016,14800,Manual,35026,Diesel,20,67.3,2.0,Volkswagen
67964, Scirocco,2010,6500,Manual,90000,Diesel,145,50.4,2.0,Volkswagen
67965, Scirocco,2017,17695,Automatic,16558,Petrol,160,44.1,2.0,Volkswagen
67966, Scirocco,2015,10999,Manual,48870,Diesel,20,55.4,2.0,Volkswagen
67967, Scirocco,2011,7199,Manual,83770,Petrol,235,37.2,2.0,Volkswagen
67968, Scirocco,2011,8699,Manual,51206,Petrol,235,37.2,2.0,Volkswagen
67969, Scirocco,2017,16250,Manual,22575,Petrol,145,47.1,2.0,Volkswagen
67970, Scirocco,2017,14999,Automatic,16614,Petrol,145,44.1,2.0,Volkswagen
67971, Scirocco,2016,13499,Manual,37433,Petrol,145,46.3,2.0,Volkswagen
67972, Scirocco,2015,9795,Automatic,116520,Diesel,30,57.6,2.0,Volkswagen
67973, Scirocco,2017,17390,Automatic,15211,Diesel,145,57.6,2.0,Volkswagen
67974, Scirocco,2015,14450,Automatic,40022,Diesel,30,57.6,2.0,Volkswagen
67975, Scirocco,2016,15490,Automatic,20321,Petrol,165,44.1,2.0,Volkswagen
67976, Scirocco,2012,8990,Manual,68580,Petrol,235,37.2,2.0,Volkswagen
67977, Scirocco,2016,13999,Automatic,28722,Petrol,160,44.1,2.0,Volkswagen
67978, Scirocco,2016,9975,Manual,35980,Petrol,125,52.3,1.4,Volkswagen
67979, Scirocco,2016,12799,Manual,60517,Diesel,20,55.4,2.0,Volkswagen
67980, Scirocco,2015,12799,Manual,27148,Diesel,30,53.3,2.0,Volkswagen
67981, Scirocco,2009,7990,Manual,35937,Petrol,260,37.2,2.0,Volkswagen
67982, Scirocco,2015,9475,Manual,90000,Diesel,30,53.3,2.0,Volkswagen
67983, Scirocco,2017,15299,Manual,10131,Petrol,145,47.1,2.0,Volkswagen
67984, Scirocco,2014,9975,Manual,70000,Diesel,20,55.4,2.0,Volkswagen
67985, Scirocco,2009,6275,Manual,80000,Petrol,260,37.2,2.0,Volkswagen
67986, Scirocco,2011,6975,Manual,80000,Diesel,30,62.8,2.0,Volkswagen
67987, Scirocco,2012,8475,Manual,75000,Diesel,145,53.3,2.0,Volkswagen
67988, Scirocco,2016,12999,Automatic,20423,Diesel,30,57.6,2.0,Volkswagen
67989, Scirocco,2017,17649,Automatic,23469,Petrol,145,44.1,2.0,Volkswagen
67990, Scirocco,2009,5995,Automatic,112000,Petrol,265,37.2,2.0,Volkswagen
67991, Scirocco,2013,9495,Manual,66000,Diesel,30,62.8,2.0,Volkswagen
67992, Scirocco,2014,10399,Manual,44034,Diesel,30,62.8,2.0,Volkswagen
67993, Scirocco,2015,8000,Manual,122150,Diesel,20,55.4,2.0,Volkswagen
67994, Scirocco,2011,5995,Semi-Auto,120000,Diesel,125,57.6,2.0,Volkswagen
67995, Scirocco,2018,19500,Manual,10416,Diesel,145,55.4,2.0,Volkswagen
67996, Scirocco,2016,13750,Manual,25832,Diesel,20,55.4,2.0,Volkswagen
67997, Scirocco,2016,13690,Manual,38452,Diesel,20,67.3,2.0,Volkswagen
67998, Scirocco,2009,5999,Manual,79800,Petrol,260,37.2,2.0,Volkswagen
67999, Scirocco,2016,13800,Automatic,28902,Diesel,125,53.3,2.0,Volkswagen
68000, Scirocco,2014,10500,Manual,54239,Diesel,30,62.8,2.0,Volkswagen
68001, Scirocco,2018,15000,Manual,27995,Petrol,145,47.1,2.0,Volkswagen
68002, Scirocco,2017,15900,Automatic,13695,Petrol,145,44.1,2.0,Volkswagen
68003, Scirocco,2014,10000,Manual,46806,Diesel,30,62.8,2.0,Volkswagen
68004, Scirocco,2015,12995,Automatic,17129,Diesel,30,57.6,2.0,Volkswagen
68005, Scirocco,2016,11750,Manual,22000,Petrol,150,47.1,2.0,Volkswagen
68006, Beetle,2016,13000,Manual,20991,Petrol,125,51.4,1.2,Volkswagen
68007, Beetle,2016,12500,Manual,23500,Diesel,30,61.4,2.0,Volkswagen
68008, Beetle,2015,10950,Manual,32800,Petrol,150,47.9,1.2,Volkswagen
